Wikipedia movie ID,Movie name,Movie release year,Movie box office revenue,Movie countries,Movie genres,Summary,Sentiment,vote_average,Corrected_Theme
142476,Gosford Park,2001,155149334.93656668,"['United States of America', 'Italy', 'United Kingdom']","['Thriller', 'Ensemble Film', 'LGBT', 'Comedy of manners', 'Comedy-drama', 'Mystery', 'Period piece', 'Drama', 'Comedy', 'Crime Fiction', 'Crime Thriller', 'Whodunit']"," Constance, Countess of Trentham , and her lady's maid, Mary Maceachran  travel to Gosford Park for the weekend. On the way, they encounter actor Ivor Novello , American film producer Morris Weissman  and Weissman's valet, Henry Denton . At the house, they are greeted by Sir William McCordle , Lady Sylvia McCordle  and their daughter, Isobel . The other guests include Lady Sylvia's sisters, Louisa, Lady Stockbridge  and Lady Lavinia Meredith  and their husbands, Raymond, Lord Stockbridge  and Commander Anthony Meredith . Also in attendance are the Honourable Freddie Nesbitt  and his wife, Mabel ; Isobel's suitor, Lord Rupert Standish  and his friend Jeremy Blond . Commander Meredith is in financial difficulty and brings up the matter with Sir William, who reveals that he is rescinding his investment in Meredith's new scheme. Sir William also intends to stop paying Lady Trentham's allowance. Mary and Lord Stockbridge's valet, Parks  are attracted to one another. Denton asks a number of questions about life in service and Parks reveals that he was raised in an orphanage. Denton meets Lady Sylvia and during the night, he goes to her room. During the pheasant shoot Sir William is slightly injured by a low shot. Commander Meredith pleads with Sir William not to back out of the investment. During dinner, Lady Sylvia attacks Sir William, implying that he was a World War I profiteer. The head housemaid, Elsie , rises to his defence, thus revealing their affair. Sir William goes to the library, where the housekeeper, Mrs. Wilson  brings him coffee. He demands a glass of whisky instead. Lady Sylvia asks Mr. Novello to entertain the guests. George , Parks, Mr. Nesbitt and Commander Meredith disappear and an unknown man goes to the library and stabs Sir William. Commander Meredith and Mr. Nesbitt do not offer an explanation of their disappearances, while George was fetching milk for the coffee service and Parks was fetching hot water bottles. Lady Stockbridge goes to the library and her screams bring everyone to the room. Inspector Thomson  and Constable Dexter  arrive to investigate the murder. Dexter suggests that Sir William was already dead when he was stabbed. Denton confesses to Jennings , the butler, that he is not a valet but an American actor preparing for a movie role. The next morning, Lady Sylvia goes for her morning ride, which surprises Inspector Thomson. Barnes  overhears Commander Meredith tell Lady Lavinia that Sir William's death was lucky for them, as the investment is now secure. Barnes tells Inspector Thomson, who interrogates Meredith. Mrs. Croft  tells the kitchen maid, Bertha , that Sir William was known for seducing the women working in his factories. If a woman became pregnant, Sir William offered two choices: keep the baby and lose your job, or give the baby up and keep your job. Those who gave up their babies were told that the adoptions were being arranged with good families. In reality, Sir William paid orphanages to take the children. Mary goes to Parks's room and tells him that she knows he is the murderer. Parks tells her that he discovered Sir William was his father, entered service and attempted to gain employment with someone in his circle. Parks tells Mary that he did not poison Sir William and Mary is relieved, as Parks only stabbed the corpse. Mary listens to Lady Sylvia and Lady Trentham discussing why Mrs. Croft and Mrs. Wilson are enemies. Lady Sylvia believes that the tension between them stems from the fact that Mrs. Wilson now outranks Mrs. Croft. Lady Trentham asks if Mrs. Wilson was ever married and Lady Sylvia replies that her name was once Parks or Parker. Mary goes to Mrs. Wilson and the older woman reveals that she poisoned Sir William in order to protect her son, as she knew that Parks was there to kill Sir William. She also reveals that she and Mrs. Croft are sisters. After talking to Dorothy , Mrs. Wilson goes to her room and is comforted by Mrs. Croft. The guests leave and Lady Sylvia enters Gosford Park, while Jennings closes the door.",negative,6.856,betrayal
2811692,Infamous,2006,4072751.411350472,['United States of America'],"['Crime Fiction', 'LGBT', 'Biography', 'Drama']","Truman Capote , known in New York City society for his wit and fashion flair as much as he is recognized in literary circles as the celebrated writer of Other Voices, Other Rooms and Breakfast at Tiffany's, reads a small article about the murder of a farming family in Holcomb, Kansas, in the back pages of the New York Times of November 16, 1959. Curious as to how the residents would react to a brutal massacre in their midst, the author and his friend, Harper Lee , travel to the small town, ostensibly so Capote can interview people for a magazine article. Once there, he realizes there might be enough material for what he eventually describes as a nonfiction novel. Capote, whose dress and demeanor both amuse and dismay law enforcement officials, allows Lee to act as a buffer between himself and those whose trust he needs to gain in order to obtain as much background information as possible. The Kansas Bureau of Investigation's lead detective on the case, Alvin Dewey , has refused to cooperate with the writer, but when his starstruck wife Marie meets Capote in front of the cheese display at the local grocery store, she invites him and Lee to Christmas dinner. He eventually wins over his host with his stories about Humphrey Bogart, John Huston, Ava Gardner, and the like. As a result, when ex-convicts Richard Hickock  and Perry Smith  are apprehended in Las Vegas and extradited to Holcomb, Capote is permitted to interview them in their cells. The two men are tried and found guilty, and a lengthy period of appeals begins. Capote slowly forms an attachment to Smith. He empathizes with his unhappy childhood, and his remorseful manner, genuine sincerity, and obvious intelligence impress him. Eventually the criminal's reciprocal feelings become evident, although he has difficulty dealing with his emotions. Smith learns Truman plans to title his book In Cold Blood, which suggests the author thinks of him only as a merciless killer. Angered, he violently subdues Capote and nearly rapes him. Perry steadfastly refuses to describe the night of the murders, which greatly angers Capote. He seems to want to hear the details not only as a writer in search of the truth but as someone who finds it difficult to believe a loved one could be guilty of such a crime. Eventually, Perry acquiesces and discusses what transpired. Truman finds himself entangled in a personal and professional dilemma. As much as he wants Perry to be sentenced to life in prison, death by hanging will provide a far more satisfying ending for readers of his book. He begins to waver in his feelings and provides no legal assistance for the final appeal. Perry and Richard have exhausted all their options; they ask that Truman be present at their April 14, 1965 execution, and he complies reluctantly with their request. Afterward he learns Perry bequeathed his meager belongings to him, and among them he finds a charcoal sketch of him the killer had drawn.",negative,6.447,empathy
154508,Blue,1993,3730119.0850364496,"['Japan', 'United Kingdom']","['LGBT', 'Japanese Movies']","Against a plain, unchanging blue screen, a densely interwoven soundtrack of voices, sound effects and music attempt to convey a portrait of Derek Jarman's experiences with AIDS, both literally and allegorically, together with an exploration of the meanings associated with the colour blue.",positive,7.033,isolation
1039871,Enter the Phoenix,2004,2225444.533766695,['Hong Kong'],"['LGBT', 'Crime Comedy', 'World cinema', 'Action Comedy', 'Action/Adventure', 'Comedy', 'Action', 'Chinese Movies']","When gang master Hung died, his two followers Cheung and Chapman To were sent to Thailand to look for his son, Georgie Hung, to succeed him. Georgie, who is gay and lives as a cook with his boyfriend Frankie, is uninterested to continue his father's work. But his close friend Sam, adored the life of a gangster and took his position instead. Sam and Georgie thus returned to Hong Kong with their identities swapped. Upon returning, they discovered that Hung had accidentally killed Cheng Chow's father and now Cheng Chow, a leading gangster of a friendly gang, led by Chan Wai-Man, is looking to avenge for his father's death. Meanwhile, Chan Wai-Man wanted to let his daughter Julie to marry Sam in order to strengthen the bond between the two gangs. Sam initially agrees but later changed his mind when he discovered that Julie is not in love with him. Finally, Cheng Chow kidnapped both Julie and Sam and forced Georgie to lead his gang on a rescue mission. Georgie, with help from Julie and Sam, defeated Cheng Chow in the final battle and told him to accept the fact that his father's death was an accident. Then Cheng Chow saved Georgie when one of his men tried to take his life. Julie and Sam fell in love during the kidnapping and decided to get married while Sam and Georgie took joint leadership of the gang.",negative,6.176,identity
5699157,October Moon,2005,64448.063188729146,['United States of America'],"['LGBT', 'Horror', 'Indie', 'Psychological thriller', 'Gay', 'Gay Interest', 'Drama', 'Gay Themed']","A straight man's life becomes disastrous - and obsessively dangerous - when his family, fiancee and friends all begin to reject him after he realizes he has fallen in love with another man.",negative,5.2,identity
15402569,Kiss the Bride,2008,47003.68227282913,['United States of America'],"['LGBT', 'Romantic comedy', 'Indie', 'Comedy', 'Gay Themed', 'Romance Film']","Matt  and Ryan ([[James O'Shea  were best friends in high school, but ten years later, Matt receives an invitation to Ryan's wedding, he is surprised - especially that Ryan's intended, whose name is Alex, is a woman . Matt and Ryan had a gay moment in high school, and Matt has held a torch for Ryan for the past ten years. Described by a co-worker as ""so 'My Best Friend's Gay Wedding,'"" Matt races off to rescue his former love from this woman who must have trapped him into marriage. Matt and Alex hit it off, Matt and Ryan have some things to work out, and a cast of character in-laws  keeps the laughter going.",positive,,love
468353,Thirteen,2003,17145920.764083035,['United States of America'],"['LGBT', 'Indie', 'Drama', 'Coming of age', 'Biographical film', 'Teen']","Thirteen-year-old Tracy Freeland  writes poetry and is an honor student at Portola Middle School in Los Angeles. Her divorced mother Melanie  is a recovering alcoholic and high school dropout who struggles as a hairdresser to support her two children, Tracy and older brother Mason . At school Tracy is teased by some girls about her ""cabbage patch"" clothes. Tracy then endeavours to shed her 'little girl' image and pleads with her mother to purchase a trendier style of clothing. Melanie buys Tracy new clothes from a discount vendor in a parked van. Tracy is then invited by Evie Zamora , one of the most popular girls at school, to go shopping on Melrose Avenue in Hollywood. Although Evie gives her a disconnected telephone number as a mean joke, Tracy takes a city bus to Melrose Avenue anyway, where she finds Evie and a friend at an edgy thrift shop. At the store, Tracy sees Evie and her friend continuously shoplift. Tracy begins to feel uncomfortable, and walks by herself out of the store and sits on a bench outside. Once there, Tracy begins to truly feel the need to be popular. She then steals a distracted woman's pocketbook to be more like Evie. This impresses Evie and her friend and they all go on a shopping spree. After this incident, Tracy and Evie become best friends and Evie temporarily moves into the Freeland household. Tracy, amongst other things, is angry about her parents' divorce and, unbeknownst to her mother, cuts herself as a way to cope with the stress. Tracy rapidly transforms into a new person as she neglects her old friends, becomes more impulsive, and cares less about her schoolwork. She taunts Melanie's boyfriend, Brady , who is also a recovering addict. Although Melanie is somewhat aware of what is happening with Tracy and Evie, she is unable to stop them. Melanie is also reluctant to ask Evie to leave her household because of Evie's manipulative, yet likely truthful claims of an abusive childhood. As Tracy steadily shuts Melanie out of her life, Tracy and Evie become very close, even talking to each other in their own ludling language. However, after the early thrills, Tracy's new-found popularity does not make her happy. Although Tracy endeavors to emulate Evie's seductive behavior, this does not bring her pleasure. Tracy gets caught up in the so-called ""romance"" with a teenage boy Javi, but then later doubts he feels the same. When Evie and Tracy try to seduce Luke , an adult lifeguard in his early twenties who is a friend of Mason, Tracy does not feel comfortable. Drawn at first into their kisses and allowing them to partially strip him, Luke throws them out of his house and soon moves away from the neighborhood. One night in Hollywood, Mason and a friend make comments about the thong on a cute girl and is then shocked when the girl turns around and he realizes that it is his sister, with a belly ring. Tracy and Evie were at the movies with Melanie and Brady, but bolted to do other things. Later on, the girls take turns inhaling from a can of gas duster for computers and become so intoxicated that they laughingly hit each other, drawing blood. Meanwhile Melanie is unaware of how deeply the girls have fallen into petty crime, drug abuse, and oral sex with teenage boys. Seeing the harmful impact Evie is having on their lives, Melanie takes Evie back to live with her cousin Brooke . Tracy seems to agree with this, after which Evie becomes upset and suddenly betrays Tracy at school. Melanie also hopes that Tracy will go live with her father, Travis, but she is unhappy at this thought. But, much to Tracy's dismay, Travis decides he wants to take custody of Mason instead, to give him a more stable environment away from Tracy. After being informed she may fail seventh grade, Tracy comes home after school to find Evie, Brooke, and Melanie waiting for her. When the women confront Tracy about the girls' drug use and stealing, Tracy angrily blames Evie after she sees how Evie tries to blame it on her. Brooke, convinced by Evie, says Tracy was the bad influence and owing to this, they are moving to Ojai to get away from her. Melanie stands up for her daughter, saying Tracy was ""playing with Barbies"" before she met Evie. Brooke grabs Tracy and pulls her sleeve up to show Melanie the many cuts and long scars on her daughter's left arm caused by her self-mutilation. Horrified, Melanie tells Brooke and Evie to leave. Both mother and daughter weep on the kitchen floor as Melanie kisses her daughter's heavily cut arm. Although Tracy tearfully pleads with Melanie to let go of her, Melanie holds on tight, and the two eventually fall asleep holding each other. The next morning Tracy wakes up with a fresh start and a new life. The film ends with Tracy spinning alone on a park merry-go-round and she screams.",negative,6.586,identity
184987,Happy Together,1997,9709426.075096369,['Hong Kong'],"['LGBT', 'Art film', 'World cinema', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film', 'Chinese Movies']",A gay couple from Hong Kong takes a trip to Argentina in search of a new beginning but instead begins drifting even further apart.,neutral,7.608,separation
7223973,Fried Green Tomatoes,1991,278223102.465525,['United States of America'],"['LGBT', 'Female buddy film', 'Period piece', 'Drama', 'Comedy', 'Film adaptation']","Evelyn Couch , a timid, unhappy housewife in her forties, meets elderly Ninny Threadgoode  in a Birmingham, Alabama, nursing home. Ninny, over several encounters with Evelyn, tells her the story of the now-abandoned town of Whistle Stop, Alabama, and the people who lived there. The film's subplot concerns Evelyn's dissatisfaction with her marriage and her life, her growing confidence, and her developing friendship with Ninny. The narrative switches several times between Ninny's story, which is set between World War I and World War II, and Evelyn's life in 1980s Birmingham. Ninny's story begins with tomboy Imogene ""Idgie"" Threadgoode , the youngest of the Threadgoode children, whom Ninny describes as her sister-in-law. Idgie's close relationship with her charming older brother Buddy  is cut short when he is hit by a train and killed. Devastated, Idgie recedes from formal society for much of her childhood and adolescence until Buddy's former girlfriend, the straitlaced Ruth Jamison , intervenes at the request of the concerned Threadgoode family. Idgie initially resists Ruth's attempts at friendship, but then gradually allows a deep attachment to develop. Ruth leaves Whistle Stop to marry Frank Bennett  and moves to Valdosta, Georgia. Idgie is upset at losing her friend and struggles to forget her. After some time she visits Ruth, now pregnant and suffering from physical abuse from Frank. Against Frank's wishes, Ruth returns to Whistle Stop with Idgie, where her child, named Buddy Jr., is born. Papa Threadgoode gives Idgie money to start a business so she can care for Ruth and Buddy Jr. Ruth and Idgie open the Whistle Stop Cafe, employing cook Sipsey  and her son Big George , who makes a barbecue that quickly becomes popular with their patrons. Frank Bennett eventually returns to Whistle Stop in an attempt to kidnap Buddy Jr., but is thwarted by an unseen assailant. Frank goes missing and his truck is later found at the bottom of a nearby lake. Idgie is immediately a suspect, as she had publicly threatened violence against him for beating Ruth. She is arrested along with Big George for Frank's murder. The local sheriff offers to release her and pin the crime solely on Big George, but Idgie refuses to sacrifice her friend. During the subsequent trial, the local minister lies, providing Idgie and Big George with an alibi for the time of Frank's disappearance. Taking into account Frank's reputation for getting drunk, the judge rules his death an accident. Idgie and Big George are cleared of all charges. After the trial, Ruth develops cancer and dies. Following her death, the café closes. Over time, many Whistle Stop residents eventually move away, bringing Ninny to the end of her story, but not before the revelation of what really happened to Frank: Sipsey had killed Frank  while trying to stop him from kidnapping Buddy Jr. Big George then barbecued Frank's body and served it to the Georgia sheriff searching for Frank. Evelyn discovers that during Ninny's temporary stay at the nursing home, Ninny's house was condemned and torn down. Evelyn, having become good friends with Ninny, offers her a room in her home which Ninny accepts. As the two friends walk away from Ninny's former home, they pass Ruth's grave, freshly adorned with a jar of honey and honeycomb and a card which reads ""I will always Love You. The Bee Charmer"", Ruth's old nickname for Idgie.",negative,7.689,friendship
105872,Clueless,1995,116329714.34923966,['United States of America'],"['Romantic comedy', 'LGBT', 'Comedy of manners', 'Coming of age', 'Comedy', 'Romance Film', 'Teen']","Cher Horowitz  is a good-natured but superficial girl who is attractive, popular, and extremely wealthy. At a few months shy of sixteen, she has risen to the top of the high school social scene and is happy and self-assured in her insular, fashion-obsessed world. She lives in a Beverly Hills mansion with her father, Mel , a ferocious $500-an-hour litigator; her mother has long since died, having succumbed to complications while undergoing liposuction. Cher's best friend is Dionne Davenport , who is also rich, pretty, and hip, and understands what it's like to be envied. Among the few people to find much fault with Cher is Josh , her socially conscious ex-stepbrother who visits during a break from college. Josh and Cher spar continually but without malice; she refers to him as ""granola breath"" and mocks his scruffy idealism, while he teases her for being selfish, vain, and superficial, and says that her only direction in life is ""toward the mall."" Illustrating that Cher's selfishness is usually innocent and relatively harmless, Cher plays matchmaker for two lonely, nerdy, hard-grading teachers, Mr. Hall  and Miss Geist . She achieves her original purpose – to make them relax their grading standards so she can renegotiate a bad report card – but when she sees their newfound happiness, she realizes she likes doing good deeds. Cher now decides that the ultimate way she can give back to the community would be to ""adopt"" a ""tragically unhip"" new girl at school, Tai Frasier . Cher and Dionne give Tai a makeover and initiate her into the mysteries of popularity. Cher also tries to extinguish the strong mutual attraction between Tai and Travis , an amiable skateboarding slacker, and to steer her toward Elton , a rich snob. Her second matchmaking scheme backfires when Elton rejects Tai and makes a play for Cher. Matters worsen, however, when Cher's ""project"" works a bit too well and Tai's popularity begins to surpass Cher's, especially after Tai has a ""near-death"" adventure at the mall that helps to skyrocket her to fame at school. Other classmates, including Dionne and Cher's longtime rival, Amber , soon gravitate toward Tai, and Cher finds herself demoted from queen to courtier at high school. Meanwhile, Cher has a couple of romantic mishaps with boys at school. The first involves Elton; the next concerns Christian ([[Justin Walker , a handsome classmate with great fashion sense who turns out to be gay. Cher naively and repeatedly fails to recognize Christian's homosexual tendencies, and tries unsuccessfully to seduce him while they are alone one night watching Spartacus. The next day, Dionne's boyfriend, Murray , roars with laughter, which makes Cher's mistake clear to her at last. Events reach a crisis after Cher fails her driver's test and can't ""renegotiate"" the result. When Cher goes home, crushed, Tai confides that she's taken a fancy to Josh and wants Cher to help her ""get"" him. Cher says she doesn't think Josh is right for her, and they quarrel. Cher, left all alone, begins to think she has created a monster in her own image. Feeling ""totally clueless"", she reflects on her priorities and her repeated failures to understand or appreciate the people in her life. Most of all, she keeps thinking about Josh and Tai, and wonders why she cares so much. After much soul-searching , Cher discovers she has fallen in love with Josh. She begins making awkward but sincere efforts to live a more useful life, even captaining the school's Pismo Beach disaster relief effort. A scene near the end of the film finds Cher and Josh stumbling over how to admit their mutual feelings for each other, finally culminating in a tender kiss on the stairs of her home. The film has a happy Hollywood ending for Cher: Mr. Hall and Miss Geist get married; her friendships with Tai and Dionne are reaffirmed; Tai and Travis are in love; and, in Josh's arms, she too has now finally found love.",positive,7.273,transformation
6947457,The Deep End,2001,17735764.43664387,['United States of America'],"['Thriller', 'Crime Fiction', 'Melodrama', 'Crime Drama', 'Indie', 'LGBT', 'Family Drama', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller']","Margaret Hall  and her family live a seemingly upper middle class life in Tahoe City, California. Her husband is a pilot on the aircraft carrier USS Constellation. She is startled to discover that her son Beau , a high school senior, has been having a sexual affair with 30 year-old Reno, Nevada night club owner Darby Reese . Margaret visits Reese's nightclub, The Deep End, to demand that he stay away from her son. That night, Reese secretly visits Beau and the two meet in the boathouse. Beau confronts him about asking his mother for money. The two argue, eventually coming to blows. As Beau returns to the house, Reese leans on a railing, causing it to collapse, and falls into the water, impaling himself on an anchor. The next morning, Margaret discovers Reese's body on the beach. Margaret removes the body and dumps it in a cove but it is soon discovered and the police investigate it as a homicide. Soon after, a man named Alek Spera  confronts Margaret with a tape of Darby and Beau having sex. Alek demands $50,000 in 24 hours or he will turn the tape over to the police, which would implicate Beau in Reese's ""murder"". Margaret struggles unsuccessfully to get the money. Alek calls Margaret the next day and tells her that she needs to get only $25,000 but Alek's partner, Nagle is convinced she is lying about not being able to raise the money. Nagle corners and beats Margaret but Alek arrives and the two men scuffle, and Alek strangles Nagle. Margaret attempts to take responsibility for Nagle's death, but Alek takes the body away in Nagle's car. As Margaret and her son drive looking for Nagle's car, they see it overturned in a ditch. Margaret attempts to free Alek, who is critically injured. Alek pleads with her to leave before the police arrive. Margaret stays until Alek dies. Back at home, Margaret, in a state of distress, is comforted by Beau. The camera then pulls back, as the scene shifts to the exterior of the house, the audience hears another phone call coming in from the absent husband, which Beau's sister answers. The Halls' normal life resumes.",negative,6.086,desperation
11876652,The Bubble,2006,1604853.3831652573,['Israel'],"['LGBT', 'Romantic drama', 'Romance Film', 'Drama', 'World cinema']","Noam, a young Israeli reservist working at a checkpoint while on reserve duty, is crushed when he witnesses a Palestinian woman giving birth to a dead baby; he also locks eyes with a young Palestinian man there, Ashraf. He then gets back to Tel Aviv as he has finished his military service. There he shares a flat with another gay man, Yali, and a girl, Lulu, who works in a soap shop. The three roommates live a generally bohemian life. Ashraf arrives at the apartment to return Noam's passport which he had dropped and left at the checkpoint. Noam takes Ashraf to the roof to look at the city skyline. They talk and Ashraf kisses Noam and they spend the night together. Soon it is agreed that Ashraf will move in with them and work in Yali's restaurant as a Jew under the name Shimi, as he could not be openly gay in the Palestinian territories like he can in the more liberal and cosmopolitan city of Tel Aviv. For a time, all goes well for the couple despite some jealousy on the part of Yali. However, Ashraf flees to his family in Nablus when he is recognized by Lulu's former boyfriend as a Palestinian. Ashraf does not return any of Noam's calls. Noam is devastated by Ashraf's desertion, and refuses to get out of bed. When the news reports violence in Ashraf's hometown, Noam becomes worried. He and Lulu go to the West Bank identifying themselves as French television journalists and find Ahsraf at his parents' house and there the two men kiss. Ashraf's future brother-in-law, Jihad , sees them and repudiates him, adding that Ashraf has to marry his cousin or he will reveal his secret. Lulu and Noam leave in a hurry, but encourage Ashraf to come to their anti-occupation rave party. Ashraf shows up, and he and Noam spend another night together. Before his sister's wedding ceremony, Ashraf tells her he is in love with a man. She angrily refuses to believe him, and Ashraf is devastated. Later, during the wedding, he overhears Jihad planning a bombing in Tel Aviv. Yali is maimed in the bombing, and will never walk again. The next morning, Ashraf's sister is killed by stray bullets in a military raid seeking those responsible for the Tel Aviv bombing, before his very eyes. At the funeral Jihad promises revenge, telling Ashraf's father that his daughter was a martyr and will not die in vain. Jihad once again demands that Ashraf marry his cousin, revealing a poster of Ashraf's involvement with the Israeli rave. It is clear at this point that Ashraf is walled in and feels no hope of escape from his situation. His brother-in-law, Jihad, decides to avenge the death of his newlywed bride, and while creating a suicide video, Ashraf decides to take Jihad's place as a suicide bomber in Tel Aviv. Ashraf wanders the streets of Tel Aviv with a sorrowful and blank expression. He winds up at the cafe in which he once worked. When Ashraf primes his explosive belt, Noam sees him from inside the bar where he has just bought Yali's and Lulu's dinner, and rushes out to Ashraf. Seeing Noam, Ashraf walks away from the bar to the middle of the street. As Noam approaches, Ashraf turns to face him. The two stare at each other and start to kiss when the bomb explodes, killing them both. The news report that Ashraf avoided more death by suddenly turning away from the cafe into the empty street. The film ends with Noam talking about the love the two shared, wondering whether they ever had a chance, wishing for a place where they can just love each other, and hoping that people will see ""how stupid these wars are,"" over a scene of young Noam and young Ashraf playing together as children in Jerusalem, their mothers sitting side by side.",negative,6.702,love
14307697,Midnight in the Garden of Good and Evil,1997,48547130.37548184,['United States of America'],"['Crime Fiction', 'LGBT', 'Mystery', 'Thriller', 'Comedy', 'Film adaptation', 'Drama', 'Crime Thriller', 'Courtroom Drama']","A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",negative,6.322,justice
882050,Mannequin,1987,118685142.51333544,['United States of America'],"['LGBT', 'Romantic comedy', 'Indie', 'Fantasy', 'Comedy', 'Romance Film']","{{Plot}} In Ancient Egypt, Ema ""Emmy"" Hasure hides in a pyramid from her mother, who wants her daughter to marry against Emmy's will. Emmy prays for the gods to get her out of this mess, and the gods answer Emmy's prayers; she travels through time, on a hunt for true love. Philadelphia, 1987; when young mannequin-manufacturer, Jonathan Switcher, loses himself in his work with a particular model of mannequin , he is fired. Jonathan finds odd jobs; yet none of these jobs work out because his sculptor background makes him less than ideal for them. While on a moonlight walk with his girlfriend Roxie Shield, Jonathan sees the mannequin he created  in the window of Prince & Company, an upscale department store. The next morning, Jonathan waits outside the store. He saves the manager, Claire Timkin, from being crushed to death. The grateful Claire hires Jonathan under protest from Vice-President Richards, who assigns Jonathan to be a stock boy. In his spare time, Jonathan hits it off with flamboyant window dresser Hollywood Montrose who has been working with Jonathan's mannequin. That night, Hollywood and Jonathan construct a window display. They have a run-in with the store's night security chief, Captain Felix Maxwell, and his cowardly bulldog Rambo. When Jonathan is alone with her, the mannequin he is obsessed with comes to life as Emmy . The next morning, Jonathan tells Roxie about Emmy. She does not believe him. Jonathan's window-dressing for Prince & Company attracts large audiences, including Roxie and, unfortunately, B.J. Wert, president of Illustra, a rival department store. It is revealed that VP Richards is a corporate spy for Wert. At their next board meeting, Richards wants to fire Jonathan , but Claire points out that Jonathan's designs are increasing sales for the store. Richards proposes to sell Prince & Company to Illustra for 10% of the former's value, but Claire refuses. The other board members promote Jonathan to visual merchandising. Emmy and Jonathan's relationship snowballs over the following week. Every night, she helps him and Hollywood create window displays which dazzle everyone at Prince & Company and which, ultimately, makes the store famous throughout Philadelphia. Both dressers still have to deal with Captain Maxwell and Roxie – the latter of whom also has to deal with Armand , another Illustra employee who keeps angling for sex with her. One morning, Maxwell is caught sleeping on the job by Claire, who fires him for this. VP Richards sticks up for Maxwell, but succeeds only in getting himself fired also. Claire promotes Jonathan to vice-president. Meanwhile, the window designs are still bringing in a tremendous amount of profits and customers for Prince & Company, at Illustra's expense. Armand sneaks into Prince & Company at night and takes pictures of Emmy. The jealous Wert sees the pictures and calls in Richards. They plan to steal Emmy – not knowing that she is alive – and put her on display at Illustra. Jonathan takes Emmy for a ride on his motorcycle. Roxie offers Jonathan work at Illustra, but he already has a job; moreover, he and Emmy are in love. Maxwell and Richards break into Prince & Company. They search for Emmy but cannot tell her apart from all the other mannequins, so they wind up stealing every mannequin in the store. The next morning, Hollywood and Jonathan discover what has happened to Emmy. They dash to Illustra and look around for her. When Wert offers Jonathan Richards' old job, Jonathan suspects the truth and turns him down. Roxie storms out of the office, swearing that Jonathan will never lay eyes on Emmy ever again. Jonathan chases Roxie into an ""employees only"" area of the store. He is pursued by a dozen security guards, including Maxwell who has a new attack dog named Terminator. The dog completely ignores Jonathan. Roxie loads Emmy and all the other stolen mannequins into a trash incinerator. Jonathan is cornered by Maxwell's security team, but Hollywood assist by bombarding the guards with a fire hose. Jonathan charges up the trash incinerator's conveyor belt to rescue Emmy. She comes to life in his hands; the machine's operator, upon seeing this happen, hits an ""Emergency Stop"" button. Maxwell and his fellow guards rush in, followed by Wert, who attempts to have Jonathan arrested for trespassing. Then Claire walks in with a VHS tape from her newly-installed CCTV system. Wert attempts to seduce Claire, who rebukes him, and Richards and Maxwell are arrested for breaking and entering, conspiracy, and grand theft. Seeing Emmy alive, Maxwell questions his own sanity; the police drag him away to a mental hospital. Wert's final act as president of Illustra is to fire his whole staff, including the treacherous Roxie. Claire, who now owns Illustra as well as Prince & Company, promotes Hollywood to manage the former. Emmy and Jonathan are married in the shop window of Prince & Company, with Claire as a bridesmaid, and with Hollywood as best man. Looking on, the entire Prince & Company family congratulate them.",negative,6.823,love
